1 7.371950 0
2 6.531060 0
4 5.818951 1
8 6.570196 1
16 5.937994 3
32 6.417298 5
64 8.081305 8
128 9.728646 13
256 11.432302 22
512 11.409593 45
1024 8.453596 121
2048 8.790302 233
4096 11.623394 352
8192 17.062795 480
16384 25.854051 634
32768 42.377758 773
65536 109.507990 598
131072 183.533847 714
262144 329.554999 795
524288 623.429000 841
1048576 1206.099343 869
